Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Species,LFQ intensity UPS1_01,LFQ intensity UPS1_02,LFQ intensity UPS1_03,LFQ intensity UPS1_04,LFQ intensity UPS2_01,LFQ intensity UPS2_02,LFQ intensity UPS2_03,LFQ intensity UPS2_04
P0AA25,P0AA25,Thioredoxin-1,trxA,>sp|P0AA25|THIO_ECOLI Thioredoxin-1 OS=Escherichia coli (strain K12) GN=trxA PE=1 SV=2,ECOLI,32.450536549492135,32.74434071952738,32.63323347044276,32.64330557113694,32.765786970035876,32.57458545368871,32.602922392099586,32.88479991905473
P0AA31,P0AA31,UPF0033 protein yedF,yedF,>sp|P0AA31|YEDF_ECOLI UPF0033 protein yedF OS=Escherichia coli (strain K12) GN=yedF PE=1 SV=1,ECOLI,27.75765732730369,28.054055889874626,27.533550470362144,27.6046832733983,27.98867178873236,27.432912988147443,28.187062464094822,27.607228589061712
P0AA39,P0AA39,Ribosomal large subunit pseudouridine synthase C,rluC,>sp|P0AA39|RLUC_ECOLI Ribosomal large subunit pseudouridine synthase C OS=Escherichia coli (strain K12) GN=rluC PE=1 SV=1,ECOLI,29.273344328649927,28.55767316600376,28.97577279896722,28.4412866752021,28.379638233999117,29.139432484072813,28.418587046592826,28.733630112308028
P0AA41,P0AA41,tRNA pseudouridine synthase C,truC,>sp|P0AA41|TRUC_ECOLI tRNA pseudouridine synthase C OS=Escherichia coli (strain K12) GN=truC PE=1 SV=1,ECOLI,24.814245739547786,23.83010242451929,23.844366610129285,23.946571087772853,24.062426693246245,24.97683725429706,24.517484312110305,23.61685489726903
P0AA43,P0AA43,Ribosomal small subunit pseudouridine synthase A,rsuA,>sp|P0AA43|RSUA_ECOLI Ribosomal small subunit pseudouridine synthase A OS=Escherichia coli (strain K12) GN=rsuA PE=1 SV=1,ECOLI,29.75137397559061,29.764543442324914,29.688088044288108,29.66784340823621,29.766079090441202,29.619384057981243,29.807697751673423,29.714258445241427
P0AA53,P0AA53,Protein QmcA,qmcA,>sp|P0AA53|QMCA_ECOLI Protein QmcA OS=Escherichia coli (strain K12) GN=qmcA PE=1 SV=1,ECOLI,28.903804248977174,29.482093876887575,29.553153047602443,29.63772721543382,29.649012023205884,29.529034114224487,29.627421695617798,29.666791523527515
P0AA57,P0AA57,Protein YobA,yobA,>sp|P0AA57|YOBA_ECOLI Protein YobA OS=Escherichia coli (strain K12) GN=yobA PE=1 SV=1,ECOLI,26.490591996617816,26.158819592998114,25.565720476023053,25.601274659784572,26.057587954479807,26.094544983438354,25.08007718868147,25.479511495206026
P0AA60,P0AA60,Inner membrane protein YghB,yghB,>sp|P0AA60|YGHB_ECOLI Inner membrane protein YghB OS=Escherichia coli (strain K12) GN=yghB PE=1 SV=1,ECOLI,22.520561168813636,22.486040912217135,22.54521204111584,23.22032548856125,22.930863562015077,22.46797148926226,22.636198963987965,22.706322846027234
P0AA89,P0AA89,Diguanylate cyclase DosC,dosC,>sp|P0AA89|DOSC_ECOLI Diguanylate cyclase DosC OS=Escherichia coli (strain K12) GN=dosC PE=1 SV=1,ECOLI,25.372790293103535,25.631266567225722,25.80669619216323,25.668260875835443,25.52573531805112,25.569436691964725,25.994328895297244,25.767899603093532
P0AA91,P0AA91,Uncharacterized lipoprotein yeaY,yeaY,>sp|P0AA91|YEAY_ECOLI Uncharacterized lipoprotein yeaY OS=Escherichia coli (strain K12) GN=yeaY PE=4 SV=1,ECOLI,30.818314973938683,31.04496256663284,30.535624467264014,30.54170909823614,30.809278388207844,30.436527325959915,30.77796398496514,30.66662765539457
P0AA97,P0AA97,Uncharacterized protein yaeQ,yaeQ,>sp|P0AA97|YAEQ_ECOLI Uncharacterized protein yaeQ OS=Escherichia coli (strain K12) GN=yaeQ PE=1 SV=1,ECOLI,22.899573329241186,22.875828893120335,23.05446835274747,23.156713517508344,22.80897295960147,22.94825131190543,22.894921122748023,22.502885918289728
P0AAB4,P0AAB4,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,ubiD,>sp|P0AAB4|UBID_ECOLI 3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Escherichia coli (strain K12) GN=ubiD PE=1 SV=1,ECOLI,28.871223680375962,29.3030821578826,29.404619330697535,29.44608449462612,29.249568472314103,29.400769067458697,29.520187591736907,29.47395214274949
P0AAB6,P0AAB6,UTP--glucose-1-phosphate uridylyltransferase,galF,>sp|P0AAB6|GALF_ECOLI UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galF PE=1 SV=1,ECOLI,31.050857534967008,31.394078201493848,31.32743438176754,31.763095612952014,31.57510213820889,31.308682518179914,31.583416926768265,31.696470312110122
P0AAB8,P0AAB8,Universal stress protein D,uspD,>sp|P0AAB8|USPD_ECOLI Universal stress protein D OS=Escherichia coli (strain K12) GN=uspD PE=2 SV=1,ECOLI,28.58227771539846,28.84344355148307,28.972232441261973,28.89134347800102,28.853598745103476,28.90779135119861,28.806319670737054,28.270513526883633
P0AAC0,P0AAC0,Universal stress protein E,uspE,>sp|P0AAC0|USPE_ECOLI Universal stress protein E OS=Escherichia coli (strain K12) GN=uspE PE=1 SV=2,ECOLI,31.731477407257955,32.36782764361874,32.375346037748784,32.403883694499406,32.59818998537716,32.356458060250965,32.54641738257957,32.476263352274046
P0AAC4,P0AAC4,Inner membrane protein YbhL,ybhL,>sp|P0AAC4|YBHL_ECOLI Inner membrane protein YbhL OS=Escherichia coli (strain K12) GN=ybhL PE=1 SV=1,ECOLI,24.309060844552988,23.923775539637496,24.526708219952738,23.873851796578393,23.823513176199477,24.017727436629684,23.852508762872468,23.53246924990964
P0AAC8,P0AAC8,Iron-binding protein IscA,iscA,>sp|P0AAC8|ISCA_ECOLI Iron-binding protein iscA OS=Escherichia coli (strain K12) GN=iscA PE=1 SV=1,ECOLI,25.406353525225903,25.70385823300593,25.24850565244924,25.73732966844573,25.89071446870811,25.652023548133407,25.75883564775426,25.385878598861332
P0AAD2,P0AAD2,Tryptophan-specific transport protein,mtr,>sp|P0AAD2|MTR_ECOLI Tryptophan-specific transport protein OS=Escherichia coli (strain K12) GN=mtr PE=1 SV=1,ECOLI,23.64444282967589,22.870442038604075,23.723533393687447,23.943254236868746,23.31854363675228,23.7996278411115,23.594611119986368,23.20390753226335
P0AAD6,P0AAD6,Serine transporter,sdaC,>sp|P0AAD6|SDAC_ECOLI Serine transporter OS=Escherichia coli (strain K12) GN=sdaC PE=1 SV=1,ECOLI,29.068329198928126,28.517251116781516,27.978768229779746,26.614861058402326,27.601262465688457,28.190895140072776,27.287168860008236,27.178763551871768
P0AAE0,P0AAE0,D-serine/D-alanine/glycine transporter,cycA,>sp|P0AAE0|CYCA_ECOLI D-serine/D-alanine/glycine transporter OS=Escherichia coli (strain K12) GN=cycA PE=1 SV=1,ECOLI,27.53290324310457,27.029393835640363,26.707433110968516,26.855609083987552,26.53048260098022,26.809823069177376,27.02671566921179,26.973005492672122
P0AAF6,P0AAF6,Arginine transport ATP-binding protein ArtP,artP,>sp|P0AAF6|ARTP_ECOLI Arginine transport ATP-binding protein ArtP OS=Escherichia coli (strain K12) GN=artP PE=1 SV=1,ECOLI,29.896153270463465,29.846673314339036,29.802316301555592,30.025428115946305,29.910491254144368,29.969138880375574,30.033621444947237,30.125724031230213
P0AAG0,P0AAG0,Dipeptide transport ATP-binding protein DppD,dppD,>sp|P0AAG0|DPPD_ECOLI Dipeptide transport ATP-binding protein DppD OS=Escherichia coli (strain K12) GN=dppD PE=3 SV=1,ECOLI,27.70627824160877,26.865168982645955,26.793018831992022,26.769397418592902,26.86815695855458,27.20839428592066,27.10565014440604,27.092001480228852
P0AAG3,P0AAG3,Glutamate/aspartate transport ATP-binding protein GltL,gltL,>sp|P0AAG3|GLTL_ECOLI Glutamate/aspartate transport ATP-binding protein GltL OS=Escherichia coli (strain K12) GN=gltL PE=3 SV=1,ECOLI,27.96158330669877,27.162387171923704,27.317881290291183,26.692997011188126,26.871056849060366,27.51507811462291,26.70382015980136,26.770268621154884
P0AAG8;P32721,P0AAG8,Galactose/methyl galactoside import ATP-binding protein MglA,mglA,>sp|P0AAG8|MGLA_ECOLI Galactose/methyl galactoside import ATP-binding protein MglA OS=Escherichia coli (strain K12) GN=mglA PE=1 SV=1,ECOLI,31.273499751999843,30.986500602794457,31.259694571274835,31.198954656682197,31.064543615657925,31.15916736678863,30.96495657056996,31.091769603379262
P0AAH0,P0AAH0,Phosphate import ATP-binding protein PstB,pstB,>sp|P0AAH0|PSTB_ECOLI Phosphate import ATP-binding protein PstB OS=Escherichia coli (strain K12) GN=pstB PE=1 SV=2,ECOLI,29.861138826511635,29.918885530829627,30.038734239891063,29.9229183396802,29.897465852244338,30.03482804565185,29.871054489958034,29.71325920062756
P0AAH4,P0AAH4,Peptide transport system ATP-binding protein SapD,sapD,>sp|P0AAH4|SAPD_ECOLI Peptide transport system ATP-binding protein SapD OS=Escherichia coli (strain K12) GN=sapD PE=3 SV=1,ECOLI,25.52991757206673,26.513203171770854,26.039302811007985,26.477356126044945,26.771521175509456,26.04929466695365,26.56617656177189,26.595225209282646
P0AAH8,P0AAH8,Peptide transport system ATP-binding protein SapF,sapF,>sp|P0AAH8|SAPF_ECOLI Peptide transport system ATP-binding protein SapF OS=Escherichia coli (strain K12) GN=sapF PE=3 SV=1,ECOLI,25.437474165991304,25.81742217758275,25.612843819707315,25.13547295001422,25.25339631442384,25.310711508921166,25.076423152963024,25.51844512643379
P0AAI3,P0AAI3,ATP-dependent zinc metalloprotease FtsH,ftsH,>sp|P0AAI3|FTSH_ECOLI ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli (strain K12) GN=ftsH PE=1 SV=1,ECOLI,32.119009109023516,32.3485168710961,32.310234513476935,32.36539095643834,32.303801649412925,32.27710438217762,32.406095259093014,32.394667148092516
P0AAI5,P0AAI5,3-oxoacyl-[acyl-carrier-protein] synthase 2,fabF,>sp|P0AAI5|FABF_ECOLI 3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Escherichia coli (strain K12) GN=fabF PE=1 SV=2,ECOLI,30.505281603254147,31.167646880050214,31.252298657437144,31.513227929508403,31.522448642837873,31.382881981735828,31.59950439058163,31.573469086933464
P0AAI9,P0AAI9,Malonyl CoA-acyl carrier protein transacylase,fabD,>sp|P0AAI9|FABD_ECOLI Malonyl CoA-acyl carrier protein transacylase OS=Escherichia coli (strain K12) GN=fabD PE=1 SV=2,ECOLI,31.678134209947324,32.1378780651137,32.3380638989075,32.3591503945598,32.363656528730715,32.31153706886136,32.406486505059824,32.39908778598994
P0AAJ5,P0AAJ5,Formate dehydrogenase-O iron-sulfur subunit,fdoH,>sp|P0AAJ5|FDOH_ECOLI Formate dehydrogenase-O iron-sulfur subunit OS=Escherichia coli (strain K12) GN=fdoH PE=1 SV=1,ECOLI,30.441993238905056,30.150141709286252,30.157093654004484,30.02450055079047,30.005924349710988,30.321511516669844,30.004195945031185,29.979959400144423
P0AAN5,P0AAN5,Uncharacterized protein yaiA,yaiA,>sp|P0AAN5|YAIA_ECOLI Uncharacterized protein yaiA OS=Escherichia coli (strain K12) GN=yaiA PE=1 SV=1,ECOLI,29.46533144732696,29.3704742978615,29.227779941491377,29.076058756826953,29.0089553611881,29.886838516480168,29.369744328273384,28.998202030952505
P0AAN9,P0AAN9,Anti-adapter protein iraP,iraP,>sp|P0AAN9|IRAP_ECOLI Anti-adapter protein iraP OS=Escherichia coli (strain K12) GN=iraP PE=1 SV=1,ECOLI,26.38945645594972,27.43231723516176,27.610338735619727,28.141811935988365,27.87256249167538,27.64458531608139,28.209881456047526,28.05957001817682
P0AAP3,P0AAP3,Transcriptional repressor frmR,frmR,>sp|P0AAP3|FRMR_ECOLI Transcriptional repressor frmR OS=Escherichia coli (strain K12) GN=frmR PE=1 SV=1,ECOLI,28.912612881210592,28.83210504942987,28.825999601099575,28.69015873555128,28.80826508438399,29.00127612347972,28.993870738198588,28.648139029855315
P0AAQ2,P0AAQ2,Uncharacterized protein yajD,yajD,>sp|P0AAQ2|YAJD_ECOLI Uncharacterized protein yajD OS=Escherichia coli (strain K12) GN=yajD PE=4 SV=1,ECOLI,24.048339771349532,23.933392015763005,24.100111314900168,24.091689937775783,24.090964007007223,23.68574015502267,23.838102009791456,24.005875475231463
P0AAQ6,P0AAQ6,Uncharacterized protein ybaA,ybaA,>sp|P0AAQ6|YBAA_ECOLI Uncharacterized protein ybaA OS=Escherichia coli (strain K12) GN=ybaA PE=4 SV=1,ECOLI,26.597398050988154,27.278051597221122,26.486913369107427,27.177966275702808,27.205124212080598,26.507240875614166,27.110941266747247,26.72943140084415
P0AAR3,P0AAR3,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase ybaK,ybaK,>sp|P0AAR3|YBAK_ECOLI Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase ybaK OS=Escherichia coli (strain K12) GN=ybaK PE=1 SV=1,ECOLI,26.76076501317415,27.283253736048344,27.387241582620035,27.424267063029546,27.12031331065785,27.597445312675184,27.558521871559833,27.55704887667642
P0AAR8,P0AAR8,Uncharacterized protein ybaV,ybaV,>sp|P0AAR8|YBAV_ECOLI Uncharacterized protein ybaV OS=Escherichia coli (strain K12) GN=ybaV PE=4 SV=1,ECOLI,24.938950197056485,25.172341315311037,24.708740837801315,25.12193790457963,25.403068303866085,25.195944286573017,24.948830786783383,25.227888857161894
P0AAS3,P0AAS3,Inner membrane protein ybbJ,ybbJ,>sp|P0AAS3|YBBJ_ECOLI Inner membrane protein ybbJ OS=Escherichia coli (strain K12) GN=ybbJ PE=1 SV=2,ECOLI,25.209007676192876,25.208357571336073,24.518963934072936,24.67484290827909,24.698696331475617,24.586070367913955,24.263589510826634,24.503637640085294
P0AAS7,P0AAS7,Uncharacterized protein ybcJ,ybcJ,>sp|P0AAS7|YBCJ_ECOLI Uncharacterized protein ybcJ OS=Escherichia coli (strain K12) GN=ybcJ PE=1 SV=1,ECOLI,28.58950103940522,28.429407597118256,28.077765561101536,27.620694965082507,28.018219672685177,28.116700007345457,27.98126659049933,27.99442045877138
P0AAT2,P0AAT2,Uncharacterized protein ybdF,ybdF,>sp|P0AAT2|YBDF_ECOLI Uncharacterized protein ybdF OS=Escherichia coli (strain K12) GN=ybdF PE=4 SV=1,ECOLI,25.309095502644368,25.138850632679258,25.153146606184663,25.26059792046614,25.11777627442318,24.842511945876247,25.110672368811727,25.162679004083223
P0AAT4,P0AAT4,Miniconductance mechanosensitive channel,mscM,>sp|P0AAT4|MSCM_ECOLI Miniconductance mechanosensitive channel OS=Escherichia coli (strain K12) GN=mscM PE=1 SV=1,ECOLI,26.469814612698265,25.536526204569434,26.046539252737354,25.254751928409767,25.456127499572865,26.286537395256403,25.386913013537026,25.38141224471864
P0AAT6,P0AAT6,Uncharacterized protein ybeB,ybeB,>sp|P0AAT6|YBEB_ECOLI Uncharacterized protein ybeB OS=Escherichia coli (strain K12) GN=ybeB PE=1 SV=1,ECOLI,26.823131381472137,26.465047293072132,26.52868409192041,26.527872663531326,26.41212776856954,26.449740900665994,26.342261122411216,26.555704498061914
P0AAT9,P0AAT9,Uncharacterized protein ybeL,ybeL,>sp|P0AAT9|YBEL_ECOLI Uncharacterized protein ybeL OS=Escherichia coli (strain K12) GN=ybeL PE=4 SV=1,ECOLI,31.7212177306846,31.85846181097007,31.948861792816132,31.95585488334762,31.972898604347705,31.916508657424707,32.23742309319479,32.08712422279881
P0AAV4,P0AAV4,Uncharacterized protein ybgJ,ybgJ,>sp|P0AAV4|YBGJ_ECOLI Uncharacterized protein ybgJ OS=Escherichia coli (strain K12) GN=ybgJ PE=4 SV=1,ECOLI,27.199055059411762,27.381284511993172,27.085336572860427,28.021634584641482,27.47893495904502,26.321680320994204,27.472347895238187,27.490395995733444
P0AAV6,P0AAV6,Uncharacterized protein ybgS,ybgS,>sp|P0AAV6|YBGS_ECOLI Uncharacterized protein ybgS OS=Escherichia coli (strain K12) GN=ybgS PE=4 SV=1,ECOLI,32.34660364344546,32.29665445962376,32.50608350024589,32.347780042073595,32.45428011504299,32.55575462925771,31.671467411931374,32.35415801533989
P0AAW1,P0AAW1,Uncharacterized protein ybhP,ybhP,>sp|P0AAW1|YBHP_ECOLI Uncharacterized protein ybhP OS=Escherichia coli (strain K12) GN=ybhP PE=4 SV=1,ECOLI,24.388095445995646,24.380631901876036,24.864649151141094,24.833844651924466,25.11777627442318,24.787894591164296,24.68938489881053,24.56310425392769
P0AAX8,P0AAX8,"Probable L,D-transpeptidase YbiS",ybiS,">sp|P0AAX8|YBIS_ECOLI Probable L,D-transpeptidase YbiS OS=Escherichia coli (strain K12) GN=ybiS PE=1 SV=1",ECOLI,29.13363198441371,30.124135343407346,30.053015797899675,30.354254455295525,30.45340971076869,30.014224588545382,30.18872391293214,30.30865053103814
P0AAZ4,P0AAZ4,Replication-associated recombination protein A,rarA,>sp|P0AAZ4|RARA_ECOLI Replication-associated recombination protein A OS=Escherichia coli (strain K12) GN=rarA PE=1 SV=1,ECOLI,25.93522745825757,25.359251256341338,25.15526636419093,25.513996658215873,25.16262253760054,25.600816953283136,24.909180645652363,24.83898364126739
P0AAZ7,P0AAZ7,UPF0434 protein YcaR,ycaR,>sp|P0AAZ7|YCAR_ECOLI UPF0434 protein ycaR OS=Escherichia coli (strain K12) GN=ycaR PE=1 SV=1,ECOLI,29.42452339868362,29.568734005060563,29.66732447965505,29.41145037862617,29.262215015014284,29.643288559365303,29.430062673260622,29.526547317196375
P0AB01,P0AB01,Uncharacterized protein ycbC,ycbC,>sp|P0AB01|YCBC_ECOLI Uncharacterized protein ycbC OS=Escherichia coli (strain K12) GN=ycbC PE=4 SV=1,ECOLI,24.31183086420277,24.469429177826626,24.13327817883537,24.00492026085813,23.990689029361,24.372222453910716,24.235396256245558,24.24027440416082
P0AB03,P0AB03,Uncharacterized protein ycbJ,ycbJ,>sp|P0AB03|YCBJ_ECOLI Uncharacterized protein ycbJ OS=Escherichia coli (strain K12) GN=ycbJ PE=4 SV=1,ECOLI,26.4382983095973,26.66023564253574,26.39859677401475,27.02025264182266,27.00486859039502,26.4417357352203,26.392090410084187,26.658822401077046
P0AB10,P0AB10,Uncharacterized lipoprotein ymbA,ymbA,>sp|P0AB10|YMBA_ECOLI Uncharacterized lipoprotein ymbA OS=Escherichia coli (strain K12) GN=ymbA PE=4 SV=2,ECOLI,27.5179876794812,28.019108724210597,27.52011271264101,28.066254070268116,28.078673771650294,27.631600830380023,28.592308718074733,28.112598950957377
P0AB12,P0AB12,Inner membrane protein yccF,yccF,>sp|P0AB12|YCCF_ECOLI Inner membrane protein yccF OS=Escherichia coli (strain K12) GN=yccF PE=1 SV=1,ECOLI,25.249265752757886,26.218487591748243,25.920434316503844,24.793443310913865,25.30137866972059,25.543892514443755,25.431332126496216,25.546928245394355
P0AB14,P0AB14,Uncharacterized protein yccJ,yccJ,>sp|P0AB14|YCCJ_ECOLI Uncharacterized protein yccJ OS=Escherichia coli (strain K12) GN=yccJ PE=1 SV=1,ECOLI,28.951183067338263,30.274700648924807,30.632560770338458,31.056291532736374,30.35379111417827,30.7202983164635,30.838368824299216,30.500323893751556
P0AB24,P0AB24,Iron uptake system component EfeO,efeO,>sp|P0AB24|EFEO_ECOLI Iron uptake system component EfeO OS=Escherichia coli (strain K12) GN=efeO PE=1 SV=1,ECOLI,28.601082735806735,28.05121955691869,28.02017377603981,27.420967817556978,27.58863362915767,28.248387473949734,27.419440230427256,27.782660688432905
P0AB26,P0AB26,Uncharacterized lipoprotein yceB,yceB,>sp|P0AB26|YCEB_ECOLI Uncharacterized lipoprotein yceB OS=Escherichia coli (strain K12) GN=yceB PE=1 SV=1,ECOLI,27.425183099202258,27.397835370199786,27.539533900706758,27.51635129063974,27.623169168514302,27.54977508667553,27.45943375503736,27.572594779264207
P0AB28,P0AB28,Uncharacterized protein yceD,yceD,>sp|P0AB28|YCED_ECOLI Uncharacterized protein yceD OS=Escherichia coli (strain K12) GN=yceD PE=4 SV=1,ECOLI,29.765840226308804,30.093317609414413,29.818810768508044,29.59430816057698,29.905549787608514,29.765983538647,29.862381943763687,29.929634748063194
P0AB38,P0AB38,Penicillin-binding protein activator LpoB,lpoB,>sp|P0AB38|LPOB_ECOLI Penicillin-binding protein activator LpoB OS=Escherichia coli (strain K12) GN=lpoB PE=1 SV=1,ECOLI,29.768583832726243,29.841651175939816,30.011396708697944,29.599371567344136,29.622704684788665,29.846345778338353,29.570617294569324,29.442004777584188
P0AB43,P0AB43,Protein YcgL,ycgL,>sp|P0AB43|YCGL_ECOLI UPF0745 protein YcgL OS=Escherichia coli (strain K12) GN=ycgL PE=1 SV=2,ECOLI,28.864282259652626,28.327816054485453,28.46672542292049,27.97909702693986,28.33257278548023,28.472981414122174,28.375990811147965,28.35091350171527
P0AB52,P0AB52,Protein ychN,ychN,>sp|P0AB52|YCHN_ECOLI Protein ychN OS=Escherichia coli (strain K12) GN=ychN PE=1 SV=1,ECOLI,28.713137213446984,29.428679269778826,29.684925015142532,30.080145714350195,29.778966820703708,29.58837248139121,29.733110067484425,29.745036353758238
P0AB55,P0AB55,Protein yciI,yciI,>sp|P0AB55|YCII_ECOLI Protein yciI OS=Escherichia coli (strain K12) GN=yciI PE=1 SV=1,ECOLI,30.484524413155746,29.561369542714253,30.23503051405553,29.245506191514558,29.407529250634305,30.499239079684365,29.11578244939294,29.7663588761038
P0AB58,P0AB58,Uncharacterized protein yciM,yciM,>sp|P0AB58|YCIM_ECOLI Uncharacterized protein yciM OS=Escherichia coli (strain K12) GN=yciM PE=4 SV=1,ECOLI,25.806704907245397,26.31764990008535,26.505765178570904,26.338069611684226,26.38181952381268,25.874234266028203,25.89046169555867,26.00997339667631
P0AB61,P0AB61,Protein yciN,yciN,>sp|P0AB61|YCIN_ECOLI Protein yciN OS=Escherichia coli (strain K12) GN=yciN PE=1 SV=1,ECOLI,29.978407130477578,30.351535425909674,30.153221650791345,30.254146128222622,30.00539656662813,30.278563948207733,29.822946267296075,29.935223162314017
P0AB65,P0AB65,Acylphosphatase,yccX,>sp|P0AB65|ACYP_ECOLI Acylphosphatase OS=Escherichia coli (strain K12) GN=yccX PE=1 SV=1,ECOLI,28.70785639495581,28.957324798647768,28.998227649794913,28.874146049988795,28.622480991130097,28.888848614392863,29.073957347731337,28.377909255410188
P0AB67,P0AB67,NAD(P) transhydrogenase subunit beta,pntB,>sp|P0AB67|PNTB_ECOLI NAD(P) transhydrogenase subunit beta OS=Escherichia coli (strain K12) GN=pntB PE=1 SV=1,ECOLI,31.031689124730953,30.86860415026515,30.695664879774483,30.838882518914183,30.880513391405124,30.767940952084324,30.77675392405051,30.878057268919832
P0AB71,P0AB71,Fructose-bisphosphate aldolase class 2,fbaA,>sp|P0AB71|ALF_ECOLI Fructose-bisphosphate aldolase class 2 OS=Escherichia coli (strain K12) GN=fbaA PE=1 SV=2,ECOLI,34.011713676295756,34.3714379077223,34.317995656072426,34.619611677905816,34.44651256331171,34.4808468604535,34.56270099441343,34.74892877425341
P0AB77,P0AB77,2-amino-3-ketobutyrate coenzyme A ligase,kbl,>sp|P0AB77|KBL_ECOLI 2-amino-3-ketobutyrate coenzyme A ligase OS=Escherichia coli (strain K12) GN=kbl PE=1 SV=1,ECOLI,33.171348000724635,33.135136873245685,33.289473921175,33.08121343892784,33.16708664924157,33.29644489119746,33.14692464377064,33.054384425468534
P0AB80,P0AB80,Branched-chain-amino-acid aminotransferase,ilvE,>sp|P0AB80|ILVE_ECOLI Branched-chain-amino-acid aminotransferase OS=Escherichia coli (strain K12) GN=ilvE PE=1 SV=2,ECOLI,27.522329091513775,27.988025730431488,27.80974628852318,28.155530679823414,28.04286044370597,27.996915469027904,28.11310023613438,28.0526642847123
P0AB83,P0AB83,Endonuclease III,nth,>sp|P0AB83|END3_ECOLI Endonuclease III OS=Escherichia coli (strain K12) GN=nth PE=1 SV=1,ECOLI,24.88491411870522,24.906349185780734,25.151745056523914,24.471689450049055,24.775835354349724,25.411318603830097,24.483234750157393,24.84144791945544
P0AB87,P0AB87,L-fuculose phosphate aldolase,fucA,>sp|P0AB87|FUCA_ECOLI L-fuculose phosphate aldolase OS=Escherichia coli (strain K12) GN=fucA PE=1 SV=1,ECOLI,25.504718066009275,25.383507862437995,25.15710363283936,24.968343670455788,25.18057436725288,24.909677926971483,24.773372478173634,24.58951090211786
P0AB89,P0AB89,Adenylosuccinate lyase,purB,>sp|P0AB89|PUR8_ECOLI Adenylosuccinate lyase OS=Escherichia coli (strain K12) GN=purB PE=1 SV=1,ECOLI,30.536885648891754,30.465599702087232,30.475474893873724,30.322585438436867,30.439215965825426,30.46646720225167,30.613085702218463,30.40364241195504
P0AB91,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",aroG,">sp|P0AB91|AROG_ECOLI Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive OS=Escherichia coli (strain K12) GN=aroG PE=1 SV=1",ECOLI,30.674397580469908,30.79821855180498,30.61695611402621,30.61025814386622,30.732111358378972,30.651899891334367,30.632614867303715,30.8494683012916
P0AB96,P0AB96,Arsenate reductase,arsC,>sp|P0AB96|ARSC_ECOLI Arsenate reductase OS=Escherichia coli (strain K12) GN=arsC PE=3 SV=1,ECOLI,24.97093461374923,25.734853818404666,25.43809411236421,25.397053402369565,25.429999139233985,25.2351477701906,25.602855818425738,25.571614925223116
P0AB98,P0AB98,ATP synthase subunit a,atpB,>sp|P0AB98|ATP6_ECOLI ATP synthase subunit a OS=Escherichia coli (strain K12) GN=atpB PE=1 SV=1,ECOLI,28.663679958122657,28.12870174595505,28.925369982854384,28.418145406638565,28.194976689299907,28.696344866503694,28.152958968176286,28.47913083786637
P0ABA0,P0ABA0,ATP synthase subunit b,atpF,>sp|P0ABA0|ATPF_ECOLI ATP synthase subunit b OS=Escherichia coli (strain K12) GN=atpF PE=1 SV=1,ECOLI,32.83834065680023,32.768666174310844,32.602898933316034,32.760869537997635,32.65952034309105,32.72666542917728,32.62178862410973,32.59610312228005
P0ABA4,P0ABA4,ATP synthase subunit delta,atpH,>sp|P0ABA4|ATPD_ECOLI ATP synthase subunit delta OS=Escherichia coli (strain K12) GN=atpH PE=1 SV=1,ECOLI,32.31572585256643,31.86453332709133,32.17275622860696,32.59217228393505,32.14883252094367,32.10348093254426,32.25773154354348,32.123128852898944
P0ABA6,P0ABA6,ATP synthase gamma chain,atpG,>sp|P0ABA6|ATPG_ECOLI ATP synthase gamma chain OS=Escherichia coli (strain K12) GN=atpG PE=1 SV=1,ECOLI,33.28692489320053,33.004737303236375,32.8983624483121,32.81242950036702,32.894672051653465,32.986001364082114,32.64369239425893,32.7712101104294
P0ABB0,P0ABB0,ATP synthase subunit alpha,atpA,>sp|P0ABB0|ATPA_ECOLI ATP synthase subunit alpha OS=Escherichia coli (strain K12) GN=atpA PE=1 SV=1,ECOLI,34.21916244074116,34.73438810538102,34.75908564298912,34.902156430089796,34.83656299702584,34.7102811749939,34.892615213047875,34.83242250165857
P0ABB4,P0ABB4,ATP synthase subunit beta,atpD,>sp|P0ABB4|ATPB_ECOLI ATP synthase subunit beta OS=Escherichia coli (strain K12) GN=atpD PE=1 SV=2,ECOLI,34.56615915771928,34.92064928292375,34.71013707664777,35.02160636107257,34.98243347744957,34.723527411817926,35.05028890480524,35.06437013370832
P0ABB8,P0ABB8,"Magnesium-transporting ATPase, P-type 1",mgtA,">sp|P0ABB8|ATMA_ECOLI Magnesium-transporting ATPase, P-type 1 OS=Escherichia coli (strain K12) GN=mgtA PE=1 SV=1",ECOLI,35.63090012428064,35.63111268796144,35.83872004698814,35.79882996133896,35.62350131168807,35.82352179467831,35.74890384056534,35.71359929905435
