Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Species,LFQ intensity UPS1_01,LFQ intensity UPS1_02,LFQ intensity UPS1_03,LFQ intensity UPS1_04,LFQ intensity UPS2_01,LFQ intensity UPS2_02,LFQ intensity UPS2_03,LFQ intensity UPS2_04
P0ABE2,P0ABE2,Protein BolA,bolA,>sp|P0ABE2|BOLA_ECOLI Protein BolA OS=Escherichia coli (strain K12) GN=bolA PE=1 SV=1,ECOLI,4.903275890671178,4.94821177697977,4.945090247339843,4.972393785917577,4.968996443539708,4.951435736128223,4.963528712353443,4.961897893368815
P0ABF1,P0ABF1,Poly(A) polymerase,pcnB,>sp|P0ABF1|PCNB_ECOLI Poly(A) polymerase OS=Escherichia coli (strain K12) GN=pcnB PE=1 SV=2,ECOLI,4.833117161496316,4.830377715302168,4.826005324643377,4.831946438897514,4.8327929714635,4.828133490060333,4.837286053612128,4.8442586402789125
P0ABF4,P0ABF4,Ethanolamine utilization protein EutM,eutM,>sp|P0ABF4|EUTM_ECOLI Ethanolamine utilization protein EutM OS=Escherichia coli (strain K12) GN=eutM PE=1 SV=1,ECOLI,4.74631822885793,4.766203839181871,4.795759602621095,4.770360852775483,4.76671201875171,4.774455626307994,4.809596669857635,4.75958268774113
P0ABF6,P0ABF6,Cytidine deaminase,cdd,>sp|P0ABF6|CDD_ECOLI Cytidine deaminase OS=Escherichia coli (strain K12) GN=cdd PE=1 SV=1,ECOLI,4.8318130883438934,4.852368576359257,4.8714980823643135,4.886519076976885,4.8759116417416335,4.867045544165761,4.86686533773971,4.870112651414627
P0ABF8,P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,pgsA,>sp|P0ABF8|PGSA_ECOLI CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase OS=Escherichia coli (strain K12) GN=pgsA PE=1 SV=2,ECOLI,4.342594946467061,4.579326182151387,4.618152111193555,4.618523164869145,4.540776357815502,4.425660859701889,4.621829127701506,4.611967581179656
P0ABH0,P0ABH0,Cell division protein FtsA,ftsA,>sp|P0ABH0|FTSA_ECOLI Cell division protein FtsA OS=Escherichia coli (strain K12) GN=ftsA PE=3 SV=1,ECOLI,4.925402854302271,4.926013388362219,4.931929534475252,4.932239494024844,4.934952424091883,4.929586688665839,4.946919089525685,4.950154960106082
P0ABH7,P0ABH7,Citrate synthase,gltA,>sp|P0ABH7|CISY_ECOLI Citrate synthase OS=Escherichia coli (strain K12) GN=gltA PE=1 SV=1,ECOLI,5.124735686630159,5.121277116206855,5.13487226465989,5.132001342927984,5.127148060246595,5.138202361878535,5.129467594916255,5.132898728304822
P0ABH9,P0ABH9,ATP-dependent Clp protease ATP-binding subunit ClpA,clpA,>sp|P0ABH9|CLPA_ECOLI ATP-dependent Clp protease ATP-binding subunit ClpA OS=Escherichia coli (strain K12) GN=clpA PE=1 SV=1,ECOLI,4.971962159768865,4.969641329681816,4.969378202062616,4.970190046746317,4.974116121921432,4.9701071370161225,4.9690143155580895,4.9689553340562505
P0ABI4,P0ABI4,Magnesium transport protein CorA,corA,>sp|P0ABI4|CORA_ECOLI Magnesium transport protein CorA OS=Escherichia coli (strain K12) GN=corA PE=1 SV=1,ECOLI,4.959278776673653,4.943300701527758,4.959168107040955,4.9420956396962135,4.946234294081038,4.953058000316546,4.942430538728197,4.956206846680643
P0ABI8,P0ABI8,Ubiquinol oxidase subunit 1,cyoB,>sp|P0ABI8|CYOB_ECOLI Ubiquinol oxidase subunit 1 OS=Escherichia coli (strain K12) GN=cyoB PE=1 SV=1,ECOLI,4.987333123401147,4.983061806305631,4.9861536534497475,4.988289818126489,4.982846227010197,4.996648923421011,4.9911952650403215,4.9855483847672
P0ABJ1,P0ABJ1,Ubiquinol oxidase subunit 2,cyoA,>sp|P0ABJ1|CYOA_ECOLI Ubiquinol oxidase subunit 2 OS=Escherichia coli (strain K12) GN=cyoA PE=1 SV=1,ECOLI,5.002481163003251,5.021480685109912,5.0263811515150945,5.0255807821924865,5.0286386909248915,5.024782993645789,5.028436528768697,5.032654758384472
P0ABJ9,P0ABJ9,Cytochrome d ubiquinol oxidase subunit 1,cydA,>sp|P0ABJ9|CYDA_ECOLI Cytochrome d ubiquinol oxidase subunit 1 OS=Escherichia coli (strain K12) GN=cydA PE=1 SV=1,ECOLI,5.0090872581255015,5.000746086135254,5.00450955048396,5.005268465591945,5.004839427789414,5.004032291450529,4.999434644628925,4.995419085190962
P0ABK2,P0ABK2,Cytochrome d ubiquinol oxidase subunit 2,cydB,>sp|P0ABK2|CYDB_ECOLI Cytochrome d ubiquinol oxidase subunit 2 OS=Escherichia coli (strain K12) GN=cydB PE=1 SV=1,ECOLI,4.897106182892273,4.9002633620813185,4.910589661234582,4.889578683615706,4.8984771298767775,4.932988828351427,4.883611752544781,4.907114750410218
P0ABK5,P0ABK5,Cysteine synthase A,cysK,>sp|P0ABK5|CYSK_ECOLI Cysteine synthase A OS=Escherichia coli (strain K12) GN=cysK PE=1 SV=2,ECOLI,5.09980754152677,5.1127205089255305,5.114406319121094,5.1202535668164515,5.119514133954227,5.119254743878031,5.122718236082924,5.123251945142366
P0ABN1,P0ABN1,Diacylglycerol kinase,dgkA,>sp|P0ABN1|KDGL_ECOLI Diacylglycerol kinase OS=Escherichia coli (strain K12) GN=dgkA PE=1 SV=2,ECOLI,4.766822262825984,4.740991313805094,4.762652130553614,4.735163448332094,4.737418830427222,4.758975723234044,4.688057389216188,4.722120625815473
P0ABN5,P0ABN5,Anaerobic C4-dicarboxylate transporter DcuA,dcuA,>sp|P0ABN5|DCUA_ECOLI Anaerobic C4-dicarboxylate transporter DcuA OS=Escherichia coli (strain K12) GN=dcuA PE=1 SV=1,ECOLI,4.86485486571973,4.842478491078551,4.861461488455473,4.830163279247871,4.838990406353593,4.856362661746495,4.822155426756288,4.826369606716007
P0ABP8,P0ABP8,Purine nucleoside phosphorylase DeoD-type,deoD,>sp|P0ABP8|DEOD_ECOLI Purine nucleoside phosphorylase deoD-type OS=Escherichia coli (strain K12) GN=deoD PE=1 SV=2,ECOLI,5.037291112154465,5.047969595622131,5.05412875249497,5.0525606164150725,5.044303004186686,5.053438977470559,5.04705571629241,5.043823902939804
P0ABQ0,P0ABQ0,Coenzyme A biosynthesis bifunctional protein CoaBC;Phosphopantothenoylcysteine decarboxylase;Phosphopantothenate--cysteine ligase,coaBC,>sp|P0ABQ0|COABC_ECOLI Coenzyme A biosynthesis bifunctional protein CoaBC OS=Escherichia coli (strain K12) GN=coaBC PE=1 SV=2,ECOLI,4.887352465665633,4.908390834634494,4.907267309605296,4.917007022236432,4.917057453668338,4.906671277526775,4.922429752356728,4.91570448370837
P0ABQ2,P0ABQ2,2-hydroxy-3-oxopropionate reductase,garR,>sp|P0ABQ2|GARR_ECOLI 2-hydroxy-3-oxopropionate reductase OS=Escherichia coli (strain K12) GN=garR PE=1 SV=1,ECOLI,4.886146697876936,4.8913353316407635,4.8886830700984705,4.907572713255396,4.90019136725574,4.891790928742395,4.893082300177802,4.896232017350702
P0ABQ4,P0ABQ4,Dihydrofolate reductase,folA,>sp|P0ABQ4|DYR_ECOLI Dihydrofolate reductase OS=Escherichia coli (strain K12) GN=folA PE=1 SV=1,ECOLI,4.879599651793078,4.859491228170843,4.871325889878358,4.86317804008836,4.863959618097007,4.870153916535402,4.873946802696081,4.873695085919709
P0ABS1,P0ABS1,DnaK suppressor protein,dksA,>sp|P0ABS1|DKSA_ECOLI DnaK suppressor protein OS=Escherichia coli (strain K12) GN=dksA PE=1 SV=1,ECOLI,4.9665117287615805,4.9715008025267755,4.970057754339721,4.975406514964886,4.974705255501152,4.975840464493389,4.979534502702052,4.967434367423172
P0ABS5,P0ABS5,DNA primase,dnaG,>sp|P0ABS5|PRIM_ECOLI DNA primase OS=Escherichia coli (strain K12) GN=dnaG PE=1 SV=1,ECOLI,4.672673487252068,4.664023080707319,4.648830498625418,4.63912488257452,4.6747496263543225,4.628358232979749,4.6602355191466405,4.656866163204056
P0ABT2,P0ABT2,DNA protection during starvation protein,dps,>sp|P0ABT2|DPS_ECOLI DNA protection during starvation protein OS=Escherichia coli (strain K12) GN=dps PE=1 SV=2,ECOLI,5.164834074830167,5.142724361758503,5.155987893591076,5.1410537951689435,5.144247496335286,5.1629567410297525,5.149226244423417,5.142162869062103
P0ABU0,P0ABU0,"1,4-Dihydroxy-2-naphthoyl-CoA synthase",menB,">sp|P0ABU0|MENB_ECOLI 1,4-Dihydroxy-2-naphthoyl-CoA synthase OS=Escherichia coli (strain K12) GN=menB PE=1 SV=1",ECOLI,4.947072982792171,4.938492547439229,4.938245131450339,4.929616369378061,4.937843862768787,4.934887921854199,4.9420155544325475,4.93658171044905
P0ABU2,P0ABU2,GTP-dependent nucleic acid-binding protein engD,engD,>sp|P0ABU2|ENGD_ECOLI GTP-dependent nucleic acid-binding protein engD OS=Escherichia coli (strain K12) GN=engD PE=1 SV=2,ECOLI,4.981362795620213,4.979691484367591,4.985539844719988,4.9950560373631,4.989882318917148,4.984358190042866,4.990178875900177,4.986471306775331
P0ABU5,P0ABU5,Enhancing lycopene biosynthesis protein 2,elbB,>sp|P0ABU5|ELBB_ECOLI Enhancing lycopene biosynthesis protein 2 OS=Escherichia coli (strain K12) GN=elbB PE=1 SV=1,ECOLI,4.98169078585749,5.006584714310533,4.980707839296218,5.00287251149649,5.0138507599848126,4.99106958293148,5.0030883620089845,4.996747156541485
P0ABU7,P0ABU7,Biopolymer transport protein exbB,exbB,>sp|P0ABU7|EXBB_ECOLI Biopolymer transport protein exbB OS=Escherichia coli (strain K12) GN=exbB PE=1 SV=1,ECOLI,4.681784404525005,4.702405103329195,4.696825211700131,4.684825980057445,4.687468189521799,4.719072527497391,4.656074892984868,4.674288932864889
P0ABU9,P0ABU9,Protein tolQ,tolQ,>sp|P0ABU9|TOLQ_ECOLI Protein tolQ OS=Escherichia coli (strain K12) GN=tolQ PE=1 SV=1,ECOLI,4.862360405561294,4.822262823873437,4.85239124533869,4.799756542691524,4.813954436962044,4.832044290879729,4.815081093081834,4.797008433715749
P0ABV6,P0ABV6,Protein tolR,tolR,>sp|P0ABV6|TOLR_ECOLI Protein tolR OS=Escherichia coli (strain K12) GN=tolR PE=1 SV=1,ECOLI,4.7090270091355695,4.657127490812158,4.6767141885739845,4.624639446179994,4.667796532946152,4.684996815704258,4.638590059135387,4.651421963402019
P0ABX5,P0ABX5,Flagellar basal-body rod protein flgG,flgG,>sp|P0ABX5|FLGG_ECOLI Flagellar basal-body rod protein flgG OS=Escherichia coli (strain K12) GN=flgG PE=3 SV=1,ECOLI,4.663057612551778,4.64886511715372,4.66369277577184,4.62977222045255,4.646048743530466,4.6807536375443926,4.653992707576525,4.626728441063269
P0ABY4,P0ABY4,Flavodoxin-2,fldB,>sp|P0ABY4|FLAW_ECOLI Flavodoxin-2 OS=Escherichia coli (strain K12) GN=fldB PE=3 SV=1,ECOLI,4.730225567389931,4.73875065776547,4.731414419395483,4.7795705460046545,4.7472468459166235,4.724034207282972,4.76541014220675,4.7500430369696645
P0ABZ1,P0ABZ1,Flagellar motor switch protein FliG,fliG,>sp|P0ABZ1|FLIG_ECOLI Flagellar motor switch protein FliG OS=Escherichia coli (strain K12) GN=fliG PE=1 SV=1,ECOLI,4.6118607516833245,4.60350663109088,4.619556895727322,4.612294251179107,4.626045476468942,4.622631470979548,4.596672899244434,4.581278857658196
P0ABZ4,P0ABZ4,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,kdsC,>sp|P0ABZ4|KDSC_ECOLI 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC OS=Escherichia coli (strain K12) GN=kdsC PE=1 SV=1,ECOLI,4.773088968642672,4.777504332610927,4.75289995796428,4.772458444369575,4.771413086659319,4.769976448353559,4.780334741232346,4.762001807547736
P0ABZ6,P0ABZ6,Chaperone SurA,surA,>sp|P0ABZ6|SURA_ECOLI Chaperone surA OS=Escherichia coli (strain K12) GN=surA PE=1 SV=1,ECOLI,4.961894070561156,4.964282035901723,4.964637335803237,4.972995516116639,4.969713038929135,4.963915525066473,4.972408940760695,4.967310422361218
P0AC02,P0AC02,Outer membrane protein assembly factor BamD,bamD,>sp|P0AC02|YFIO_ECOLI UPF0169 lipoprotein yfiO OS=Escherichia coli (strain K12) GN=yfiO PE=1 SV=1,ECOLI,4.9430278755033505,4.953228970425665,4.935459801991551,4.95645581253748,4.955435260250096,4.9542433783526905,4.955710221739519,4.944997859903413
P0AC13,P0AC13,Dihydropteroate synthase,folP,>sp|P0AC13|DHPS_ECOLI Dihydropteroate synthase OS=Escherichia coli (strain K12) GN=folP PE=1 SV=1,ECOLI,4.785366152734433,4.765514079147444,4.765501592830505,4.755810475637091,4.749004313025809,4.756093498135591,4.753056676236364,4.76351418859616
P0AC16,P0AC16,Dihydroneopterin aldolase,folB,>sp|P0AC16|FOLB_ECOLI Dihydroneopterin aldolase OS=Escherichia coli (strain K12) GN=folB PE=1 SV=1,ECOLI,4.597642652671398,4.5929229900781525,4.42149678648662,4.596380789724651,4.616539721099482,4.614328072946817,4.618117977519055,4.596402335597931
P0AC19,P0AC19,"D-erythro-7,8-dihydroneopterin triphosphate epimerase",folX,">sp|P0AC19|FOLX_ECOLI D-erythro-7,8-dihydroneopterin triphosphate epimerase OS=Escherichia coli (strain K12) GN=folX PE=1 SV=2",ECOLI,4.88167820566945,4.887240460578972,4.876782592517283,4.867187024451624,4.858956934928989,4.894838928962922,4.860291845243626,4.854193084249094
P0AC30,P0AC30,Cell division protein FtsX,ftsX,>sp|P0AC30|FTSX_ECOLI Cell division protein FtsX OS=Escherichia coli (strain K12) GN=ftsX PE=1 SV=1,ECOLI,4.796485566758172,4.78019666703308,4.790097074284272,4.792951717019919,4.786104194822342,4.813217670812545,4.792181664645883,4.805427795380131
P0AC33,P0AC33,"Fumarate hydratase class I, aerobic",fumA,">sp|P0AC33|FUMA_ECOLI Fumarate hydratase class I, aerobic OS=Escherichia coli (strain K12) GN=fumA PE=1 SV=2",ECOLI,5.061726937707885,5.063721654444253,5.069202105098162,5.069194872077933,5.064830604635386,5.068117154818024,5.069816394374509,5.0680262674405014
P0AC38,P0AC38,Aspartate ammonia-lyase,aspA,>sp|P0AC38|ASPA_ECOLI Aspartate ammonia-lyase OS=Escherichia coli (strain K12) GN=aspA PE=1 SV=1,ECOLI,5.0918983973617395,5.098711648032206,5.098799448676986,5.096526495855448,5.098355873046795,5.095536637500669,5.096108714127945,5.098726762135336
P0AC41,P0AC41,Succinate dehydrogenase flavoprotein subunit,sdhA,>sp|P0AC41|DHSA_ECOLI Succinate dehydrogenase flavoprotein subunit OS=Escherichia coli (strain K12) GN=sdhA PE=1 SV=1,ECOLI,5.126296313151667,5.121654945389026,5.1203059146990775,5.125689330469972,5.127848067443188,5.127568612852044,5.123676649825464,5.1217025512616345
P0AC44,P0AC44,Succinate dehydrogenase hydrophobic membrane anchor subunit,sdhD,>sp|P0AC44|DHSD_ECOLI Succinate dehydrogenase hydrophobic membrane anchor subunit OS=Escherichia coli (strain K12) GN=sdhD PE=1 SV=1,ECOLI,4.907659972903823,4.9009468809919055,4.921545104963382,4.895203777616315,4.895509054798638,4.945617423159255,4.814500447212721,4.901840755352366
P0AC47,P0AC47,Fumarate reductase iron-sulfur subunit,frdB,>sp|P0AC47|FRDB_ECOLI Fumarate reductase iron-sulfur subunit OS=Escherichia coli (strain K12) GN=frdB PE=1 SV=2,ECOLI,4.916408083502527,4.9045530754619175,4.914419542245622,4.909296011871678,4.913322190981231,4.9273734201077275,4.913155290962432,4.910985944937061
P0AC51,P0AC51,Zinc uptake regulation protein,zur,>sp|P0AC51|ZUR_ECOLI Zinc uptake regulation protein OS=Escherichia coli (strain K12) GN=zur PE=1 SV=1,ECOLI,4.77843034675699,4.8040071094630115,4.808687006419967,4.8093121984247995,4.807430400321569,4.797175613368929,4.819145791415713,4.811492039978869
P0AC53,P0AC53,Glucose-6-phosphate 1-dehydrogenase;Extracellular death factor,zwf,>sp|P0AC53|G6PD_ECOLI Glucose-6-phosphate 1-dehydrogenase OS=Escherichia coli (strain K12) GN=zwf PE=1 SV=1,ECOLI,4.972639054199085,4.977807322837929,4.97726832164631,4.9893129776367875,4.975509703021553,4.982352344894546,4.982496147325637,4.982994206844917
P0AC59,P0AC59,Glutaredoxin-2,grxB,>sp|P0AC59|GLRX2_ECOLI Glutaredoxin-2 OS=Escherichia coli (strain K12) GN=grxB PE=1 SV=1,ECOLI,4.977198355004818,4.991571386358194,4.996807791198356,5.003121421417315,4.998582846365766,4.993445446503777,4.9995497816373895,5.003778491822593
P0AC62,P0AC62,Glutaredoxin-3,grxC,>sp|P0AC62|GLRX3_ECOLI Glutaredoxin-3 OS=Escherichia coli (strain K12) GN=grxC PE=1 SV=2,ECOLI,4.96697085357212,4.966348898938804,4.976078113882181,4.9798991827001124,4.970393538709162,4.976302061619767,4.9687982560956625,4.969347626868426
P0AC69,P0AC69,Glutaredoxin-4,grxD,>sp|P0AC69|GLRX4_ECOLI Glutaredoxin-4 OS=Escherichia coli (strain K12) GN=grxD PE=1 SV=1,ECOLI,4.943085139623759,4.978148466041496,4.978532532257169,4.981228413610672,4.9887283286696,4.977614127298607,4.9887578022036525,4.970724933338025
P0AC75,P0AC75,3-deoxy-D-manno-octulosonic-acid transferase,waaA,>sp|P0AC75|KDTA_ECOLI 3-deoxy-D-manno-octulosonic-acid transferase OS=Escherichia coli (strain K12) GN=waaA PE=3 SV=1,ECOLI,4.775220568182462,4.745727407162386,4.769640399486159,4.724668470700614,4.735010533094319,4.775441482157809,4.7314174967310585,4.757542421396895
P0AC81,P0AC81,Lactoylglutathione lyase,gloA,>sp|P0AC81|LGUL_ECOLI Lactoylglutathione lyase OS=Escherichia coli (strain K12) GN=gloA PE=1 SV=1,ECOLI,4.92573259771203,4.896994028410172,4.911484692101085,4.891025704614563,4.8963968557984305,4.919183108241705,4.880409784987799,4.912216127098261
P0AC84,P0AC84,Hydroxyacylglutathione hydrolase,gloB,>sp|P0AC84|GLO2_ECOLI Hydroxyacylglutathione hydrolase OS=Escherichia coli (strain K12) GN=gloB PE=1 SV=1,ECOLI,4.835483004185572,4.865154641260832,4.862623597245917,4.877374063234296,4.873194616288487,4.860868437306869,4.865006752544366,4.861052698059688
P0AC86,P0AC86,Glycogen phosphorylase,glgP,>sp|P0AC86|PHSG_ECOLI Glycogen phosphorylase OS=Escherichia coli (strain K12) GN=glgP PE=3 SV=1,ECOLI,4.919302111112133,4.925116031948039,4.927986324798629,4.936951233244062,4.928393802674649,4.928291542707356,4.936522987969357,4.928617322772042
P0AC92,P0AC92,Protein gnsA,gnsA,>sp|P0AC92|GNSA_ECOLI Protein gnsA OS=Escherichia coli (strain K12) GN=gnsA PE=3 SV=1,ECOLI,4.775015136039966,4.784923065732739,4.803678652402863,4.791161079699418,4.780845414389987,4.808722952599398,4.7960335093758,4.78685719245689
P0AC94,P0AC94,High-affinity gluconate transporter,gntP,>sp|P0AC94|GNTP_ECOLI High-affinity gluconate transporter OS=Escherichia coli (strain K12) GN=gntP PE=1 SV=1,ECOLI,4.698423567953073,4.704670311918431,4.639295267159641,4.655209764617518,4.712224997853896,4.637414239165705,4.642612086605928,4.649119442989261
P0ACA1,P0ACA1,Uncharacterized GST-like protein yibF,yibF,>sp|P0ACA1|YIBF_ECOLI Uncharacterized GST-like protein yibF OS=Escherichia coli (strain K12) GN=yibF PE=3 SV=1,ECOLI,4.86987511030528,4.873199815873599,4.8783701841723905,4.87296790660388,4.863959618097007,4.871211804182423,4.864928587664027,4.876131315918369
P0ACA3,P0ACA3,Stringent starvation protein A,sspA,>sp|P0ACA3|SSPA_ECOLI Stringent starvation protein A OS=Escherichia coli (strain K12) GN=sspA PE=1 SV=2,ECOLI,4.971537848056837,4.9956362835060375,4.983151545299156,4.9940789683555735,4.997655999244067,4.986537841972058,4.998954091093429,4.987513514387533
P0ACA7,P0ACA7,Glutathione S-transferase GstB,gstB,>sp|P0ACA7|GSTB_ECOLI Glutathione S-transferase GstB OS=Escherichia coli (strain K12) GN=gstB PE=1 SV=1,ECOLI,4.942034909003156,4.934928457359998,4.942051072860793,4.959635821852675,4.948585925830266,4.947880108350117,4.9463752253266255,4.947372741710058
P0ACB0,P0ACB0,Replicative DNA helicase,dnaB,>sp|P0ACB0|DNAB_ECOLI Replicative DNA helicase OS=Escherichia coli (strain K12) GN=dnaB PE=1 SV=1,ECOLI,4.818251390012063,4.818504718129697,4.810152631938471,4.821835588123374,4.8162681951151995,4.809277455423126,4.824340149170857,4.803590764175136
P0ACB2,P0ACB2,Delta-aminolevulinic acid dehydratase,hemB,>sp|P0ACB2|HEM2_ECOLI Delta-aminolevulinic acid dehydratase OS=Escherichia coli (strain K12) GN=hemB PE=1 SV=2,ECOLI,4.952002052973751,4.935004040777486,4.947271983899821,4.937528347207604,4.926661765342055,4.944623413980146,4.926201944538454,4.9312811215205095
P0ACB4,P0ACB4,Protoporphyrinogen IX dehydrogenase [menaquinone],hemG,>sp|P0ACB4|HEMG_ECOLI Protoporphyrinogen IX dehydrogenase [menaquinone] OS=Escherichia coli (strain K12) GN=hemG PE=1 SV=1,ECOLI,4.844068454487512,4.8245461529128315,4.818827760079718,4.821882225873,4.817262517631896,4.8199287271284925,4.822283298186084,4.812127907330157
P0ACB7,P0ACB7,Protein hemY,hemY,>sp|P0ACB7|HEMY_ECOLI Protein hemY OS=Escherichia coli (strain K12) GN=hemY PE=1 SV=1,ECOLI,5.010543788504539,4.993106207737449,4.978986040947482,4.994026426259708,4.9884650676475,4.982701018317458,4.989745575472014,4.996183638294746
P0ACC1,P0ACC1,Release factor glutamine methyltransferase,prmC,>sp|P0ACC1|PRMC_ECOLI Release factor glutamine methyltransferase OS=Escherichia coli (strain K12) GN=prmC PE=1 SV=1,ECOLI,4.640999338877868,4.64593508018092,4.674560394019119,4.651673727179568,4.638867020190519,4.619749094808963,4.615037201463586,4.634542824755129
P0ACC3,P0ACC3,Iron-sulfur cluster insertion protein ErpA,erpA,>sp|P0ACC3|ERPA_ECOLI Iron-sulfur cluster insertion protein erpA OS=Escherichia coli (strain K12) GN=erpA PE=1 SV=1,ECOLI,4.787061753204487,4.832018812751252,4.798512732633404,4.828256290844567,4.822061379200567,4.8188954306093965,4.816084054526745,4.819841570841584
P0ACC7,P0ACC7,Bifunctional protein GlmU;UDP-N-acetylglucosamine pyrophosphorylase;Glucosamine-1-phosphate N-acetyltransferase,glmU,>sp|P0ACC7|GLMU_ECOLI Bifunctional protein GlmU OS=Escherichia coli (strain K12) GN=glmU PE=1 SV=1,ECOLI,4.953697357740722,4.946534048468719,4.9501774665074825,4.9563426724018464,4.956024757310124,4.955407250658118,4.956630564282188,4.952190068023925
P0ACD4,P0ACD4,NifU-like protein,nifU,>sp|P0ACD4|NIFU_ECOLI NifU-like protein OS=Escherichia coli (strain K12) GN=nifU PE=1 SV=1,ECOLI,4.970707887582972,4.9553151177203425,4.949663643354881,4.949463494430815,4.948950547234727,4.95403068779734,4.949633300752067,4.952678227822946
P0ACE0,P0ACE0,Hydrogenase-2 large chain,hybC,>sp|P0ACE0|MBHM_ECOLI Hydrogenase-2 large chain OS=Escherichia coli (strain K12) GN=hybC PE=1 SV=2,ECOLI,4.841075650877139,4.83880829263255,4.836499904967524,4.8368418770941535,4.828760975380808,4.835053260323677,4.837663850010532,4.839747295750021
P0ACE7,P0ACE7,HIT-like protein hinT,hinT,>sp|P0ACE7|HINT_ECOLI HIT-like protein hinT OS=Escherichia coli (strain K12) GN=hinT PE=1 SV=1,ECOLI,4.943195706589521,4.959112464816966,4.96993775931117,4.957998813560413,4.952151710343946,4.970924692846166,4.966509090946817,4.977343000001029
P0ACF0,P0ACF0,DNA-binding protein HU-alpha,hupA,>sp|P0ACF0|DBHA_ECOLI DNA-binding protein HU-alpha OS=Escherichia coli (strain K12) GN=hupA PE=1 SV=1,ECOLI,5.089491394989,5.087652353672102,5.096003680761793,5.091954069012626,5.086272512531175,5.0956255828910315,5.094420159441211,5.097960738142367
P0ACF4,P0ACF4,DNA-binding protein HU-beta,hupB,>sp|P0ACF4|DBHB_ECOLI DNA-binding protein HU-beta OS=Escherichia coli (strain K12) GN=hupB PE=1 SV=1,ECOLI,5.020760521155032,5.0257825541102195,5.0472276013883395,5.053476898682532,5.051003088934889,5.0481741572908225,5.053667456556613,5.060348562891965
P0ACF8,P0ACF8,DNA-binding protein H-NS,hns,>sp|P0ACF8|HNS_ECOLI DNA-binding protein H-NS OS=Escherichia coli (strain K12) GN=hns PE=1 SV=2,ECOLI,5.08270818861746,5.0911845794916575,5.101182013526908,5.099685329017544,5.096974393955857,5.088209384913269,5.0948043614977445,5.097598260100582
P0ACG1,P0ACG1,DNA-binding protein stpA,stpA,>sp|P0ACG1|STPA_ECOLI DNA-binding protein stpA OS=Escherichia coli (strain K12) GN=stpA PE=3 SV=1,ECOLI,4.9320318283247495,4.945038335647316,4.932453590007298,4.9498734930447466,4.943391455794701,4.932274945102629,4.937544431374562,4.935429496369572
P0ACG8,P0ACG8,Heat shock protein 15,hslR,>sp|P0ACG8|HSLR_ECOLI Heat shock protein 15 OS=Escherichia coli (strain K12) GN=hslR PE=1 SV=1,ECOLI,4.6945428956946245,4.64802263852779,4.659246269415365,4.642335699575453,4.6463580103017765,4.6571982292573395,4.643506252021106,4.654803066575663
P0ACI0,P0ACI0,Right origin-binding protein,rob,>sp|P0ACI0|ROB_ECOLI Right origin-binding protein OS=Escherichia coli (strain K12) GN=rob PE=1 SV=1,ECOLI,4.951357534586255,4.929406701778931,4.932339026164299,4.932507296424246,4.920190310915369,4.933949851068769,4.921700423114989,4.92777358543134
P0ACI3,P0ACI3,Xylose operon regulatory protein,xylR,>sp|P0ACI3|XYLR_ECOLI Xylose operon regulatory protein OS=Escherichia coli (strain K12) GN=xylR PE=4 SV=1,ECOLI,4.660128302958027,4.652927001568283,4.648336845286839,4.647581921405307,4.634690280088704,4.6746412372428,4.6532662789812935,4.6547741971853345
P0ACJ0,P0ACJ0,Leucine-responsive regulatory protein,lrp,>sp|P0ACJ0|LRP_ECOLI Leucine-responsive regulatory protein OS=Escherichia coli (strain K12) GN=lrp PE=1 SV=2,ECOLI,4.988589098633492,4.974863443656478,4.982217826927151,4.967543031787656,4.975481611345986,4.985272530277534,4.97228614754713,4.977440523500249
P0ACJ5,P0ACJ5,Uncharacterized HTH-type transcriptional regulator YbaO,ybaO,>sp|P0ACJ5|YBAO_ECOLI Uncharacterized HTH-type transcriptional regulator ybaO OS=Escherichia coli (strain K12) GN=ybaO PE=4 SV=1,ECOLI,4.655391570031616,4.62583096364286,4.61513608892823,4.656076659861736,4.673951000264116,4.602482742704202,4.662174655493439,4.6376292901248215
P0ACJ8,P0ACJ8,Catabolite gene activator,crp,>sp|P0ACJ8|CRP_ECOLI Catabolite gene activator OS=Escherichia coli (strain K12) GN=crp PE=1 SV=1,ECOLI,5.055429230020943,5.053063852261075,5.05047853799988,5.038404115618255,5.049131066448584,5.049610016402739,5.041941551238971,5.033359776300157
P0ACK2,P0ACK2,Putative aga operon transcriptional repressor,agaR,>sp|P0ACK2|AGAR_ECOLI Putative aga operon transcriptional repressor OS=Escherichia coli (strain K12) GN=agaR PE=4 SV=1,ECOLI,4.680900097891629,4.655923558431025,4.637464757823052,4.64438070132579,4.665767166035065,4.6819751209025995,4.676396527093651,4.6457562453823185
P0ACK5,P0ACK5,Deoxyribose operon repressor,deoR,>sp|P0ACK5|DEOR_ECOLI Deoxyribose operon repressor OS=Escherichia coli (strain K12) GN=deoR PE=1 SV=1,ECOLI,4.770164568068709,4.741549601629346,4.761837367733669,4.749272141222181,4.7299303278334115,4.760516569004918,4.71658365159626,4.724676851600577
