Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Species,LFQ intensity UPS1_01,LFQ intensity UPS1_02,LFQ intensity UPS1_03,LFQ intensity UPS1_04,LFQ intensity UPS2_01,LFQ intensity UPS2_02,LFQ intensity UPS2_03,LFQ intensity UPS2_04
P08373,P08373,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,>sp|P08373|MURB_ECOLI UDP-N-acetylenolpyruvoylglucosamine reductase OS=Escherichia coli (strain K12) GN=murB PE=1 SV=1,ECOLI,28.16761723016224,27.82985580283863,27.897077134558447,27.853397687809043,27.682862709483267,27.78958534399145,27.715832564626183,27.81995837755148
P08390,P08390,USG-1 protein,usg,>sp|P08390|USG_ECOLI USG-1 protein OS=Escherichia coli (strain K12) GN=usg PE=1 SV=1,ECOLI,28.937926713736285,29.21494018835286,29.149773911686694,29.50354778655919,29.767496811837773,29.340893730518513,29.51892945234082,29.610087202268968
P08395,P08395,Protease 4,sppA,>sp|P08395|SPPA_ECOLI Protease 4 OS=Escherichia coli (strain K12) GN=sppA PE=1 SV=2,ECOLI,25.58238198248103,26.359541806720603,25.84317517537306,26.27153564023051,26.635146798377498,26.10807150930076,26.179654786731586,26.88739698193435
P08400,P08400,Phosphate regulon sensor protein PhoR,phoR,>sp|P08400|PHOR_ECOLI Phosphate regulon sensor protein phoR OS=Escherichia coli (strain K12) GN=phoR PE=1 SV=1,ECOLI,26.017355470713614,25.91299257638021,NA,25.00969559960217,25.7187310627928,24.936362628211008,25.598112806097323,25.42876963769027
P08506,P08506,D-alanyl-D-alanine carboxypeptidase dacC,dacC,>sp|P08506|DACC_ECOLI D-alanyl-D-alanine carboxypeptidase dacC OS=Escherichia coli (strain K12) GN=dacC PE=1 SV=2,ECOLI,33.05194646715225,33.478105080214476,33.2471839803073,33.38344375874168,33.54451216341671,33.24448222682361,33.4202533402182,33.4640606770233
P08622,P08622,Chaperone protein DnaJ,dnaJ,>sp|P08622|DNAJ_ECOLI Chaperone protein DnaJ OS=Escherichia coli (strain K12) GN=dnaJ PE=1 SV=3,ECOLI,31.219522585807688,31.39374028443955,31.243263085708303,31.212435362377864,31.36654652230989,31.2407396780422,31.43886901838555,31.3475330988558
P08660,P08660,Lysine-sensitive aspartokinase 3,lysC,>sp|P08660|AK3_ECOLI Lysine-sensitive aspartokinase 3 OS=Escherichia coli (strain K12) GN=lysC PE=1 SV=2,ECOLI,21.078465938963614,21.587761376172097,22.068315725845334,22.152178535836715,22.06075420691761,22.066332180258737,22.13662984873663,22.514451836752954
P08758ups,P08758ups,NA,NA,>P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human),UPS,33.58582455791947,33.641259566549266,33.37457493791105,33.824830397287585,18.425308129138937,NA,21.71733800996728,21.74132180296912
P08839;P32670,P08839,Phosphoenolpyruvate-protein phosphotransferase,ptsI,>sp|P08839|PT1_ECOLI Phosphoenolpyruvate-protein phosphotransferase OS=Escherichia coli (strain K12) GN=ptsI PE=1 SV=1,ECOLI,32.890424761331786,33.25801728403407,33.33918136136285,33.58041751240188,33.58541499398525,33.25069831378046,33.44644352071453,33.354824694647874
P08997,P08997,Malate synthase A,aceB,>sp|P08997|MASY_ECOLI Malate synthase A OS=Escherichia coli (strain K12) GN=aceB PE=1 SV=1,ECOLI,31.4529932255958,31.475483211844363,31.472598544756497,31.566698228207116,31.49261524179965,31.470179774370546,31.569250533257765,31.567759081936888
P09029,P09029,N5-carboxyaminoimidazole ribonucleotide synthase,purK,>sp|P09029|PURK_ECOLI N5-carboxyaminoimidazole ribonucleotide synthase OS=Escherichia coli (strain K12) GN=purK PE=1 SV=2,ECOLI,24.49965504797801,24.14300975836574,24.2932766211814,23.94242051493456,24.36975551454882,24.309098137115875,24.15293166106573,24.3589999409966
P09030,P09030,Exodeoxyribonuclease III,xthA,>sp|P09030|EX3_ECOLI Exodeoxyribonuclease III OS=Escherichia coli (strain K12) GN=xthA PE=1 SV=4,ECOLI,30.19824786406866,30.297427392233026,30.312522291955144,30.49308963280067,30.499499749571346,30.347151895468983,30.337652494090783,30.52673621792058
P09053,P09053,Valine--pyruvate aminotransferase,avtA,>sp|P09053|AVTA_ECOLI Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) GN=avtA PE=3 SV=3,ECOLI,27.2607639201707,26.642803617653957,27.553890375656707,27.435676880524028,27.2398835709332,27.376368280336976,27.458325930697782,27.61458155530797
P09099,P09099,Xylulose kinase,xylB,>sp|P09099|XYLB_ECOLI Xylulose kinase OS=Escherichia coli (strain K12) GN=xylB PE=1 SV=1,ECOLI,27.05565836765191,26.613585283020054,27.029592545234667,26.777630764246336,26.7147879423635,27.174597966146976,26.8091522307997,26.785334027401525
P09126,P09126,Uroporphyrinogen-III synthase,hemD,>sp|P09126|HEM4_ECOLI Uroporphyrinogen-III synthase OS=Escherichia coli (strain K12) GN=hemD PE=3 SV=1,ECOLI,28.124669884750087,28.33251287940097,27.818671536920736,27.271410798737776,27.883675860860734,27.762315969150514,28.068310067943234,27.954348347052374
P09127,P09127,Putative uroporphyrinogen-III C-methyltransferase,hemX,>sp|P09127|HEMX_ECOLI Putative uroporphyrinogen-III C-methyltransferase OS=Escherichia coli (strain K12) GN=hemX PE=1 SV=1,ECOLI,31.469981895184354,31.764953818267756,31.62819634623381,31.715126949373815,31.668595979406206,31.58496762438298,31.731485770753633,31.72187677916879
P09147,P09147,UDP-glucose 4-epimerase,galE,>sp|P09147|GALE_ECOLI UDP-glucose 4-epimerase OS=Escherichia coli (strain K12) GN=galE PE=1 SV=1,ECOLI,29.743345903911877,30.663727198988827,30.313892022606257,30.577197184500545,30.815765274882974,30.425270989560676,30.682005000954007,30.713289283332067
P09148,P09148,Galactose-1-phosphate uridylyltransferase,galT,>sp|P09148|GAL7_ECOLI Galactose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galT PE=1 SV=2,ECOLI,29.088822615033756,28.766031051781695,28.774110408686155,28.58880160746155,28.747344636799113,29.06752911785883,28.61310685994109,28.734042637766837
P09152,P09152,Respiratory nitrate reductase 1 alpha chain,narG,>sp|P09152|NARG_ECOLI Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) GN=narG PE=1 SV=4,ECOLI,27.815612837723435,27.948470945408562,27.68565590204887,28.19617999795015,27.88325480287087,27.583607300430334,27.90397392515224,28.39656933022527
P09155,P09155,Ribonuclease D,rnd,>sp|P09155|RND_ECOLI Ribonuclease D OS=Escherichia coli (strain K12) GN=rnd PE=1 SV=1,ECOLI,NA,25.85251855708346,25.028052684867657,26.254258723119197,25.314397127989743,25.15253624989852,26.13572091824468,26.11852764308551
P09158,P09158,Spermidine synthase,speE,>sp|P09158|SPEE_ECOLI Spermidine synthase OS=Escherichia coli (strain K12) GN=speE PE=1 SV=2,ECOLI,28.045908673932306,28.32734255209031,28.254225824871924,28.487496151115398,28.359482271726975,27.98571155180855,28.158712102095187,28.344862726344815
P09169;P34210,P09169,Protease 7,ompT,>sp|P09169|OMPT_ECOLI Protease 7 OS=Escherichia coli (strain K12) GN=ompT PE=1 SV=1,ECOLI,33.03951373606033,33.69890798832587,33.49371758539037,33.99860083187778,33.77881097921869,33.58994601944616,33.87270827541663,33.65185273025567
P09323,P09323,PTS system N-acetylglucosamine-specific EIICBA component;N-acetylglucosamine permease IIC component;N-acetylglucosamine-specific phosphotransferase enzyme IIB component;N-acetylglucosamine-specific phosphotransferase enzyme IIA component,nagE,>sp|P09323|PTW3C_ECOLI PTS system N-acetylglucosamine-specific EIICBA component OS=Escherichia coli (strain K12) GN=nagE PE=4 SV=1,ECOLI,32.20350510651893,32.23225652187121,32.253347471699655,32.27884341876789,32.316215324219144,32.353703332709856,32.365061830290614,32.51176722255512
P09372;REV__P22106,P09372,Protein grpE,grpE,>sp|P09372|GRPE_ECOLI Protein grpE OS=Escherichia coli (strain K12) GN=grpE PE=1 SV=1,ECOLI,32.518339220761455,32.1830771026481,32.32318232528796,32.08330021148397,32.271438191865386,32.362288180040736,32.053653854835744,32.10606410618993
P09373,P09373,Formate acetyltransferase 1,pflB,>sp|P09373|PFLB_ECOLI Formate acetyltransferase 1 OS=Escherichia coli (strain K12) GN=pflB PE=1 SV=2,ECOLI,33.414615936723145,33.85511418326793,33.85086703255226,34.08841854488479,33.91873784347273,33.85238600504509,34.112816284400914,34.147199254331184
P09394,P09394,Glycerophosphoryl diester phosphodiesterase,glpQ,>sp|P09394|GLPQ_ECOLI Glycerophosphoryl diester phosphodiesterase OS=Escherichia coli (strain K12) GN=glpQ PE=1 SV=2,ECOLI,34.704387755213155,34.96983735655276,34.855351183189825,34.80653281272414,34.870239325781526,34.85201436798974,34.92384080847872,34.93406880407275
P09424,P09424,Mannitol-1-phosphate 5-dehydrogenase,mtlD,>sp|P09424|MTLD_ECOLI Mannitol-1-phosphate 5-dehydrogenase OS=Escherichia coli (strain K12) GN=mtlD PE=1 SV=3,ECOLI,30.79094210952111,31.443592788651674,31.50289258959363,31.652396657838118,31.59092794131631,31.558744699798595,31.650914208124057,31.64888976127851
P09546,P09546,Bifunctional protein putA;Proline dehydrogenase;Delta-1-pyrroline-5-carboxylate dehydrogenase,putA,>sp|P09546|PUTA_ECOLI Bifunctional protein putA OS=Escherichia coli (strain K12) GN=putA PE=1 SV=3,ECOLI,32.31759479986297,32.52001986502022,32.56555610769372,32.70764948717151,32.701636899767635,32.60887595548722,32.620759237798225,32.739021963500804
P09549,P09549,Protein dedD,dedD,>sp|P09549|DEDD_ECOLI Protein dedD OS=Escherichia coli (strain K12) GN=dedD PE=4 SV=2,ECOLI,27.22156620173075,27.035302436717757,26.96539224980633,26.515038303643635,26.531450892373613,26.92159107000759,26.524743160355378,26.719965531718767
P09551,P09551,Lysine-arginine-ornithine-binding periplasmic protein,argT,>sp|P09551|ARGT_ECOLI Lysine-arginine-ornithine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=argT PE=1 SV=3,ECOLI,32.90124452245045,33.0828655780373,32.90645218741146,33.09885234448146,32.89804574275347,32.99242086943897,33.04648498977073,32.95978638224861
P09831,P09831,Glutamate synthase [NADPH] large chain,gltB,>sp|P09831|GLTB_ECOLI Glutamate synthase [NADPH] large chain OS=Escherichia coli (strain K12) GN=gltB PE=1 SV=3,ECOLI,30.198873490722388,30.05788520840576,29.904984791074522,29.923767157681006,30.08262959143319,29.948233280195456,29.867395626567905,30.0801595001504
P09832;P37127,P09832,Glutamate synthase [NADPH] small chain,gltD,>sp|P09832|GLTD_ECOLI Glutamate synthase [NADPH] small chain OS=Escherichia coli (strain K12) GN=gltD PE=1 SV=3,ECOLI,28.275548692957425,28.65026233174264,28.240994044188096,28.786019641667814,28.789266796167354,28.451569505309624,29.007528518988856,28.813297496002498
P09833,P09833,Molybdenum import ATP-binding protein ModC,modC,>sp|P09833|MODC_ECOLI Molybdenum import ATP-binding protein ModC OS=Escherichia coli (strain K12) GN=modC PE=3 SV=4,ECOLI,25.936296871677595,26.644072912947525,26.671851354684485,26.974632878247075,26.94479070100533,26.5921061596842,26.948925512064505,27.051306713356663
P09980,P09980,ATP-dependent DNA helicase rep,rep,>sp|P09980|REP_ECOLI ATP-dependent DNA helicase rep OS=Escherichia coli (strain K12) GN=rep PE=1 SV=3,ECOLI,27.24776224135196,27.021912057277294,27.01204380589824,26.521171363952487,26.572846338970876,26.920570656167417,26.58025583293864,26.50820871651868
P09996,P09996,Uncharacterized protein yidB,yidB,>sp|P09996|YIDB_ECOLI Uncharacterized protein yidB OS=Escherichia coli (strain K12) GN=yidB PE=4 SV=1,ECOLI,NA,24.065552470027626,23.76341507884054,24.594073519705884,24.52754552246222,NA,23.9199229578028,23.505640228208645
P0A698,P0A698,UvrABC system protein A,uvrA,>sp|P0A698|UVRA_ECOLI UvrABC system protein A OS=Escherichia coli (strain K12) GN=uvrA PE=1 SV=1,ECOLI,30.696711918052635,30.875689508264692,30.873676701978372,30.995162551454843,30.951204159475026,30.704155797396698,30.917033147708153,31.007658917900745
P0A6A0,P0A6A0,Probable ubiquinone biosynthesis protein UbiB,ubiB,>sp|P0A6A0|UBIB_ECOLI Probable ubiquinone biosynthesis protein UbiB OS=Escherichia coli (strain K12) GN=ubiB PE=1 SV=1,ECOLI,29.528159415103232,29.499124577036426,29.54655950154435,29.314610000716346,29.657321136950472,29.902595581836714,29.356035015085915,29.341073004105425
P0A6A3,P0A6A3,Acetate kinase,ackA,>sp|P0A6A3|ACKA_ECOLI Acetate kinase OS=Escherichia coli (strain K12) GN=ackA PE=1 SV=1,ECOLI,31.550619135471404,32.2907457671095,31.950099031644335,32.29508137009118,32.40083284023957,32.05967147811326,32.303644469842624,32.24152469679915
P0A6A8,P0A6A8,Acyl carrier protein,acpP,>sp|P0A6A8|ACP_ECOLI Acyl carrier protein OS=Escherichia coli (strain K12) GN=acpP PE=1 SV=2,ECOLI,33.28607262048079,33.669127511443364,33.76873039561413,33.56799209465417,33.565401482699244,33.67287240009561,33.732845181972756,33.91119149840108
P0A6B4,P0A6B4,"Alanine racemase, biosynthetic",alr,">sp|P0A6B4|ALR1_ECOLI Alanine racemase, biosynthetic OS=Escherichia coli (strain K12) GN=alr PE=1 SV=1",ECOLI,26.87840413715333,26.40107447147848,26.15023640621634,26.129833303001067,26.09771356084919,26.266666750287563,26.374313330683414,26.17107082017642
P0A6B7,P0A6B7,Cysteine desulfurase,iscS,>sp|P0A6B7|ISCS_ECOLI Cysteine desulfurase OS=Escherichia coli (strain K12) GN=iscS PE=1 SV=1,ECOLI,32.722104533145924,32.78355027878051,32.73373304477704,32.65034080420787,32.60995678842636,32.81527404241574,32.76225646364017,32.91294134598962
P0A6D0,P0A6D0,Arginine repressor,argR,>sp|P0A6D0|ARGR_ECOLI Arginine repressor OS=Escherichia coli (strain K12) GN=argR PE=1 SV=1,ECOLI,26.05645023260619,26.84973413793717,26.685590788197807,27.59864403814372,27.408962609855394,26.93355528145848,27.58621387402385,27.380220630839503
P0A6D3,P0A6D3,3-phosphoshikimate 1-carboxyvinyltransferase,aroA,>sp|P0A6D3|AROA_ECOLI 3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) GN=aroA PE=1 SV=1,ECOLI,28.89453392750944,28.61800593568305,28.275580105993797,28.263272841395104,28.47280221761799,28.4650467106417,28.52176336977811,28.558006540484467
P0A6D7,P0A6D7,Shikimate kinase 1,aroK,>sp|P0A6D7|AROK_ECOLI Shikimate kinase 1 OS=Escherichia coli (strain K12) GN=aroK PE=1 SV=2,ECOLI,29.59266056501284,29.39516487886845,29.31015908546277,29.05637521539146,29.463456824438982,29.370360408792596,29.35986990484082,29.556437781690327
P0A6E1,P0A6E1,Shikimate kinase 2,aroL,>sp|P0A6E1|AROL_ECOLI Shikimate kinase 2 OS=Escherichia coli (strain K12) GN=aroL PE=1 SV=3,ECOLI,27.393560393770308,27.30536014003402,26.690660863845704,26.953890193941128,27.675516854707105,26.684102493641582,27.5462391159022,27.362079622873576
P0A6E4,P0A6E4,Argininosuccinate synthase,argG,>sp|P0A6E4|ASSY_ECOLI Argininosuccinate synthase OS=Escherichia coli (strain K12) GN=argG PE=1 SV=2,ECOLI,31.347056034603728,31.303520500829233,31.326996562085316,31.260007008619844,31.43334770229607,31.33852929058561,31.35135718003758,31.50971824406732
P0A6E6,P0A6E6,ATP synthase epsilon chain,atpC,>sp|P0A6E6|ATPE_ECOLI ATP synthase epsilon chain OS=Escherichia coli (strain K12) GN=atpC PE=1 SV=2,ECOLI,30.214942189250333,30.89440234872328,30.500997499319485,30.33440077916011,31.09871650957896,30.92248334045258,31.052949773300448,30.653429056912948
P0A6E9,P0A6E9,ATP-dependent dethiobiotin synthetase BioD 2,bioD2,>sp|P0A6E9|BIOD2_ECOLI ATP-dependent dethiobiotin synthetase BioD 2 OS=Escherichia coli (strain K12) GN=bioD2 PE=3 SV=1,ECOLI,26.261291142164566,26.78037127401002,26.503082885484755,26.835112334781293,27.061252030564177,26.24189977218453,26.642437998793117,26.861922708305265
P0A6F1,P0A6F1,Carbamoyl-phosphate synthase small chain,carA,>sp|P0A6F1|CARA_ECOLI Carbamoyl-phosphate synthase small chain OS=Escherichia coli (strain K12) GN=carA PE=1 SV=1,ECOLI,29.60033672386085,29.996133811680455,29.643655219710276,30.0739677070736,30.106660992306537,29.726401712904693,30.13930496757821,30.100185737575973
P0A6F3,P0A6F3,Glycerol kinase,glpK,>sp|P0A6F3|GLPK_ECOLI Glycerol kinase OS=Escherichia coli (strain K12) GN=glpK PE=1 SV=2,ECOLI,36.76410733592608,36.802132179767966,36.875403751152234,36.691770587519954,36.81131105494815,36.911985540866965,36.67656135136204,36.791760296560966
P0A6F5,P0A6F5,60 kDa chaperonin,groL,>sp|P0A6F5|CH60_ECOLI 60 kDa chaperonin OS=Escherichia coli (strain K12) GN=groL PE=1 SV=2,ECOLI,36.1596493335833,36.287100661531696,36.3783880505151,36.261775516290214,36.311343488216465,36.47409731808122,36.32682128797567,36.30747031408261
P0A6F9,P0A6F9,10 kDa chaperonin,groS,>sp|P0A6F9|CH10_ECOLI 10 kDa chaperonin OS=Escherichia coli (strain K12) GN=groS PE=1 SV=1,ECOLI,34.7720338294447,34.55515130551947,34.615403405408074,34.144192686663544,34.234084070912644,34.83208512707547,34.1090493541174,34.24575369038314
P0A6G3,P0A6G3,Protein YgaD,ygaD,>sp|P0A6G3|YGAD_ECOLI Protein YgaD OS=Escherichia coli (strain K12) GN=ygaD PE=1 SV=1,ECOLI,28.335533302646883,27.66555125148255,28.12799230303674,28.111738005020815,28.267802168558728,28.05761011674682,28.190115681553788,28.440175544719967
P0A6G7,P0A6G7,ATP-dependent Clp protease proteolytic subunit,clpP,>sp|P0A6G7|CLPP_ECOLI ATP-dependent Clp protease proteolytic subunit OS=Escherichia coli (strain K12) GN=clpP PE=1 SV=1,ECOLI,30.938526192275702,31.469529239611127,31.593219168757205,31.66865422701787,31.554274549267287,31.486792270030627,31.886318196070366,31.926399921902362
P0A6H1,P0A6H1,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX,>sp|P0A6H1|CLPX_ECOLI ATP-dependent Clp protease ATP-binding subunit ClpX OS=Escherichia coli (strain K12) GN=clpX PE=1 SV=2,ECOLI,29.463193055517618,29.972611467065175,30.106047087991172,30.013006126704738,30.074748863310848,29.953785851432865,29.96925935458703,30.01190719915306
P0A6H5,P0A6H5,ATP-dependent protease ATPase subunit HslU,hslU,>sp|P0A6H5|HSLU_ECOLI ATP-dependent protease ATPase subunit HslU OS=Escherichia coli (strain K12) GN=hslU PE=1 SV=1,ECOLI,32.7639796289197,32.91926024033498,32.77053491647217,32.743570749606306,32.73704133132517,32.8129655009115,32.805630350504806,32.737923263288224
P0A6H8,P0A6H8,Cardiolipin synthase,cls,>sp|P0A6H8|CLS_ECOLI Cardiolipin synthase OS=Escherichia coli (strain K12) GN=cls PE=1 SV=1,ECOLI,26.034242926420138,26.894269013452078,26.79417941516903,27.372479490775472,27.008725523780395,25.775958666451896,26.978349272404405,27.335896929405003
P0A6I0,P0A6I0,Cytidylate kinase,cmk,>sp|P0A6I0|KCY_ECOLI Cytidylate kinase OS=Escherichia coli (strain K12) GN=cmk PE=1 SV=1,ECOLI,29.23016076229902,29.60067735812068,29.37551370949921,29.62939339562597,29.75039865953829,29.35935727902224,29.73742575275012,29.674187370431458
P0A6I3,P0A6I3,Pantothenate kinase,coaA,>sp|P0A6I3|COAA_ECOLI Pantothenate kinase OS=Escherichia coli (strain K12) GN=coaA PE=1 SV=1,ECOLI,27.531143410690056,27.72453660344621,27.669482828912074,27.808809941100613,27.828881059926942,27.341380980777405,27.79299031563703,27.746041996255123
P0A6I6,P0A6I6,Phosphopantetheine adenylyltransferase,coaD,>sp|P0A6I6|COAD_ECOLI Phosphopantetheine adenylyltransferase OS=Escherichia coli (strain K12) GN=coaD PE=1 SV=1,ECOLI,27.16172466223904,27.84826649280461,27.73052940565415,27.532987921709154,27.989181326550593,27.746535440000056,27.37834119533964,27.807909330793805
P0A6I9,P0A6I9,Dephospho-CoA kinase,coaE,>sp|P0A6I9|COAE_ECOLI Dephospho-CoA kinase OS=Escherichia coli (strain K12) GN=coaE PE=1 SV=1,ECOLI,25.340055137151452,25.890970229957052,25.683036006915323,25.980536162395513,25.752610025255322,25.692868006316537,25.853959432660833,25.523222046380685
P0A6J3,P0A6J3,Protein CysZ,cysZ,>sp|P0A6J3|CYSZ_ECOLI Protein CysZ OS=Escherichia coli (strain K12) GN=cysZ PE=1 SV=1,ECOLI,24.420788672839407,25.46442701781602,24.85325089359382,25.876880105555735,25.64905493623473,24.89954907046828,25.913754025024414,25.806083943797567
P0A6J5,P0A6J5,D-amino acid dehydrogenase small subunit,dadA,>sp|P0A6J5|DADA_ECOLI D-amino acid dehydrogenase small subunit OS=Escherichia coli (strain K12) GN=dadA PE=2 SV=1,ECOLI,31.47988257134952,32.11026168816039,31.915364187433585,32.10046896795508,32.410179177439986,32.070860808717626,32.53239176954844,32.396192784142954
P0A6J8,P0A6J8,D-alanine--D-alanine ligase A,ddlA,>sp|P0A6J8|DDLA_ECOLI D-alanine--D-alanine ligase A OS=Escherichia coli (strain K12) GN=ddlA PE=3 SV=1,ECOLI,30.047553642319727,30.829251480733713,30.58176275215596,31.004313152300984,30.944805112895317,30.576894323847295,31.095903625764883,31.035945995367204
P0A6K1,P0A6K1,Diaminopimelate epimerase,dapF,>sp|P0A6K1|DAPF_ECOLI Diaminopimelate epimerase OS=Escherichia coli (strain K12) GN=dapF PE=3 SV=1,ECOLI,27.77031083366875,27.98782652361642,27.95348977990426,28.0398487220453,28.39409323071158,27.869018702566205,28.231796131170512,28.315921466082372
P0A6K3,P0A6K3,Peptide deformylase,def,>sp|P0A6K3|DEF_ECOLI Peptide deformylase OS=Escherichia coli (strain K12) GN=def PE=1 SV=2,ECOLI,29.049867322618177,29.651717907877853,29.180479403783224,29.431871950807523,29.59759829193718,29.065325081874825,29.63860355714093,29.641762411630342
P0A6K6,P0A6K6,Phosphopentomutase,deoB,>sp|P0A6K6|DEOB_ECOLI Phosphopentomutase OS=Escherichia coli (strain K12) GN=deoB PE=1 SV=1,ECOLI,33.46868547900526,33.527418255948774,33.64306853684941,33.684332989775484,33.663131632896025,33.65997978609509,33.770319887391416,33.819531431467354
P0A6L0,P0A6L0,Deoxyribose-phosphate aldolase,deoC,>sp|P0A6L0|DEOC_ECOLI Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) GN=deoC PE=1 SV=1,ECOLI,31.117716912029636,31.512293766390304,31.558751086625456,31.67106446300296,31.54608049115666,31.455038725355237,31.50994646302069,31.667774093192968
P0A6L2,P0A6L2,Dihydrodipicolinate synthase,dapA,>sp|P0A6L2|DAPA_ECOLI Dihydrodipicolinate synthase OS=Escherichia coli (strain K12) GN=dapA PE=1 SV=1,ECOLI,31.157257198429008,31.539357344387106,31.310412471396486,31.41562340609551,31.622399547534247,31.427417746138406,31.725914816359,31.616088379129106
P0A6L4,P0A6L4,N-acetylneuraminate lyase,nanA,>sp|P0A6L4|NANA_ECOLI N-acetylneuraminate lyase OS=Escherichia coli (strain K12) GN=nanA PE=1 SV=2,ECOLI,30.190614262525038,31.186801595267088,30.95655556626302,31.49318522299722,31.505716689792383,31.020654419463977,31.368692808507653,31.486936857600693
P0A6L7,P0A6L7,Altronate oxidoreductase,uxaB,>sp|P0A6L7|UXAB_ECOLI Altronate oxidoreductase OS=Escherichia coli (strain K12) GN=uxaB PE=1 SV=1,ECOLI,23.9362768621764,24.3400771683002,23.851394620768392,24.318400046588096,24.15757506833769,24.155276338942716,24.187831792634732,24.21482042153126
P0A6L9,P0A6L9,Co-chaperone protein HscB,hscB,>sp|P0A6L9|HSCB_ECOLI Co-chaperone protein hscB OS=Escherichia coli (strain K12) GN=hscB PE=1 SV=1,ECOLI,27.226156338111778,27.19893168343504,27.300454774632826,26.974304208684,27.29654660873221,27.537537863031567,27.792928983081346,27.032418719136793
P0A6M2,P0A6M2,Disulfide bond formation protein B,dsbB,>sp|P0A6M2|DSBB_ECOLI Disulfide bond formation protein B OS=Escherichia coli (strain K12) GN=dsbB PE=1 SV=1,ECOLI,25.061871106728677,25.90041922297323,25.963610442257398,25.93311552782726,26.293018682304474,25.842169861003534,26.11174778315985,25.979169829916813
P0A6M4,P0A6M4,D-tyrosyl-tRNA(Tyr) deacylase,dtd,>sp|P0A6M4|DTD_ECOLI D-tyrosyl-tRNA(Tyr) deacylase OS=Escherichia coli (strain K12) GN=dtd PE=1 SV=1,ECOLI,26.803378203593443,27.02408021975464,27.01546706375817,26.488140889868184,26.54211360407245,26.815556156095163,26.466501173055786,26.712825426208155
P0A6M8,P0A6M8,Elongation factor G,fusA,>sp|P0A6M8|EFG_ECOLI Elongation factor G OS=Escherichia coli (strain K12) GN=fusA PE=1 SV=2,ECOLI,35.15549238438288,35.63896801819325,35.45239807344349,35.62760712103561,35.74245611322563,35.43638824751508,35.67627564088662,35.6827394143466
P0A6N4,P0A6N4,Elongation factor P,efp,>sp|P0A6N4|EFP_ECOLI Elongation factor P OS=Escherichia coli (strain K12) GN=efp PE=1 SV=2,ECOLI,31.471967473449514,31.844667506467403,31.841454932565025,31.54533000059081,31.790005018503237,31.842879226399187,31.649644677031144,32.137696171236556
P0A6N8,P0A6N8,Elongation factor P-like protein,yeiP,>sp|P0A6N8|EFPL_ECOLI Elongation factor P-like protein OS=Escherichia coli (strain K12) GN=yeiP PE=1 SV=1,ECOLI,27.66913463755454,27.750826998396004,27.8319699937763,28.362049017618965,27.990913220044444,27.909355362899177,28.290840031865567,28.490410912716754
P0A6P1,P0A6P1,Elongation factor Ts,tsf,>sp|P0A6P1|EFTS_ECOLI Elongation factor Ts OS=Escherichia coli (strain K12) GN=tsf PE=1 SV=2,ECOLI,34.911713451232224,34.899384319500726,34.84254127530433,34.780284950794396,34.866915689200084,34.927677281406844,34.93920613797191,34.98357790385211
P0A6P5,P0A6P5,GTPase Der,der,>sp|P0A6P5|DER_ECOLI GTPase Der OS=Escherichia coli (strain K12) GN=der PE=1 SV=1,ECOLI,30.801003938591467,30.776293185665352,30.912376448905405,30.89771778952393,30.975603547780704,30.98435576274073,30.967018669992633,31.071075584155704
P0A6P7,P0A6P7,Probable GTP-binding protein EngB,engB,>sp|P0A6P7|ENGB_ECOLI Probable GTP-binding protein EngB OS=Escherichia coli (strain K12) GN=engB PE=1 SV=1,ECOLI,29.034528012153057,29.471109436797317,29.144311882947303,29.509703325042743,29.726689059305187,29.021976537445884,29.837215299507797,29.80854519013875
P0A6P9,P0A6P9,Enolase,eno,>sp|P0A6P9|ENO_ECOLI Enolase OS=Escherichia coli (strain K12) GN=eno PE=1 SV=2,ECOLI,34.79876161398041,35.09765843449368,35.308524204608716,35.17981659639426,35.172725186931785,35.186229927256164,35.16680333974973,35.374433323828114
P0A6Q3,P0A6Q3,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,fabA,>sp|P0A6Q3|FABA_ECOLI 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase OS=Escherichia coli (strain K12) GN=fabA PE=1 SV=2,ECOLI,31.564804562109092,31.759880831617785,31.729692845649012,31.688450589085633,32.10324312256468,31.793685839049246,31.573719852324306,31.791662250752985
P0A6Q6,P0A6Q6,(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase,fabZ,>sp|P0A6Q6|FABZ_ECOLI (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase OS=Escherichia coli (strain K12) GN=fabZ PE=1 SV=1,ECOLI,30.170873423099973,30.779104126874206,30.5448196613543,30.762292536735103,30.85202714224439,30.71228645444743,30.651125688070035,30.809397732291995
